Order_Date,Ship_Date,Ship_Mode,Postal_Code,Region,Product_Reference,Category,Sub_Category,Sales,Quantity,Profit,State
2021-06-25,2021-06-30,Ground,84102,West,ELE-TAB-10000469,Electronics,Tablets,450,2,9,UT
2021-07-18,2021-07-23,Ground,33104,South,ELE-SPE-10024123,Electronics,Speakers,120,2,2.4,FL
2021-07-18,2021-07-23,Ground,33104,South,ELE-SPE-10025234,Electronics,Speakers,120,2,2.4,FL
2021-07-18,2021-07-23,Ground,33104,South,ELE-SPE-10003030,Electronics,Speakers,120,2,2.4,FL
2021-07-18,2021-07-23,Ground,33104,South,ELE-SPE-10024123,Electronics,Speakers,120,2,2.4,FL
2021-07-18,2021-07-23,Ground,33104,South,ELE-SPE-10000484,Electronics,Speakers,120,2,2.4,FL
2021-08-17,2021-08-20,Air,90001,West,FUR-CH-10002345,Furniture,Chairs,300,3,6,CA
2021-08-17,2021-08-20,Air,90001,West,FUR-CHA-10002345,Furniture,Chairs,300,3,6,CA
2021-08-17,2021-08-20,Air,90001,West,FUR-CHA-10002222,Furniture,Chairs,300,3,6,CA
2021-08-17,2021-08-20,Air,90001,West,FUR-CHA-10002789,Furniture,Chairs,300,3,6,CA
2021-08-17,2021-08-20,Air,90001,West,FUR-CHA-10002345,Furniture,Chairs,300,3,6,CA
2021-08-17,2021-08-20,Air,90001,West,FUR-CHA-10000456,Furniture,Chairs,300,3,6,CA
2021-09-20,2021-09-25,Air,44102,Midwest,OFF-MAR-10011789,Office Supplies,Markers,20,1,0.4,OH
2021-09-20,2021-09-25,Air,44102,Midwest,OFF-MAR-10011789,Office Supplies,Markers,20,1,0.4,OH
2021-09-20,2021-09-25,Air,44102,Midwest,OFF-MAR-10001616,Office Supplies,Markers,20,1,0.4,OH
2021-09-20,2021-09-25,Air,44102,Midwest,OFF-MAR-10018901,Office Supplies,Markers,20,1,0.4,OH
2021-09-20,2021-09-25,Air,44102,Midwest,OFF-MAR-10011789,Office Supplies,Markers,20,1,0.4,OH
2021-09-20,2021-09-25,Air,44102,Midwest,OFF-MAR-10000470,Office Supplies,Markers,20,1,0.4,OH
2021-10-05,2021-10-12,Ground,60601,Midwest,ELE-LAP-10003456,Electronics,Laptops,800,2,16,IL
2021-10-05,2021-10-12,Ground,60601,Midwest,ELE-LAP-10003456,Electronics,Laptops,800,2,16,IL
2021-10-05,2021-10-12,Ground,60601,Midwest,ELE-LAP-10003333,Electronics,Laptops,800,2,16,IL
2021-10-05,2021-10-12,Ground,60601,Midwest,ELE-LAP-10004567,Electronics,Laptops,800,2,16,IL
2021-10-05,2021-10-12,Ground,60601,Midwest,ELE-LAP-10003456,Electronics,Laptops,800,2,16,IL
2021-10-05,2021-10-12,Ground,60601,Midwest,ELE-LAP-10000457,Electronics,Laptops,800,2,16,IL
2021-10-11,2021-10-16,Air,84104,West,OFF-ERA-10025234,Office Supplies,Erasers,12,4,0.36,UT
2021-10-11,2021-10-16,Air,84104,West,OFF-ERA-10026345,Office Supplies,Erasers,12,4,0.36,UT
2021-10-11,2021-10-16,Air,84104,West,OFF-ERA-10003131,Office Supplies,Erasers,12,4,0.36,UT
2021-10-11,2021-10-16,Air,84104,West,OFF-ERA-10025234,Office Supplies,Erasers,12,4,0.36,UT
2021-10-11,2021-10-16,Air,84104,West,OFF-ERA-10000485,Office Supplies,Erasers,12,4,0.36,UT
2021-11-12,2021-11-17,Ground,75203,South,FUR-BED-10012890,Furniture,Beds,900,4,18,TX
2021-11-12,2021-11-17,Ground,75203,South,FUR-BED-10012890,Furniture,Beds,900,4,18,TX
2021-11-12,2021-11-17,Ground,75203,South,FUR-BED-10001717,Furniture,Beds,900,4,18,TX
2021-11-12,2021-11-17,Ground,75203,South,FUR-BED-10019890,Furniture,Beds,900,4,18,TX
2021-11-12,2021-11-17,Ground,75203,South,FUR-BED-10012890,Furniture,Beds,900,4,18,TX
2021-11-12,2021-11-17,Ground,75203,South,FUR-BED-10000471,Furniture,Beds,900,4,18,TX
2022-01-18,2022-01-25,Ground,20001,East,OFF-PEN-10004567,Office Supplies,Pens,50,4,1,DC
2022-01-18,2022-01-25,Ground,20001,East,OFF-PEN-10004567,Office Supplies,Pens,50,4,1,DC
2022-01-18,2022-01-25,Ground,20001,East,OFF-PEN-10004444,Office Supplies,Pens,50,4,1,DC
2022-01-18,2022-01-25,Ground,20001,East,OFF-PEN-10005678,Office Supplies,Pens,50,4,1,DC
2022-01-18,2022-01-25,Ground,20001,East,OFF-PEN-10004567,Office Supplies,Pens,50,4,1,DC
2022-01-18,2022-01-25,Ground,20001,East,OFF-PEN-10000458,Office Supplies,Pens,50,4,1,DC
2022-01-24,2022-01-30,Air,60605,Midwest,FUR-DES-10026345,Furniture,Desks,450,1,9,IL
2022-01-24,2022-01-30,Air,60605,Midwest,FUR-DES-10027456,Furniture,Desks,450,1,9,IL
2022-01-24,2022-01-30,Air,60605,Midwest,FUR-DES-10003232,Furniture,Desks,450,1,9,IL
2022-01-24,2022-01-30,Air,60605,Midwest,FUR-DES-10026345,Furniture,Desks,450,1,9,IL
2022-01-24,2022-01-30,Air,60605,Midwest,FUR-DES-10000486,Furniture,Desks,450,1,9,IL
2022-02-25,2022-03-02,Ground,30303,South,ELE-MON-10013901,Electronics,Monitors,350,3,7,GA
2022-02-25,2022-03-02,Ground,30303,South,ELE-MON-10013901,Electronics,Monitors,350,3,7,GA
2022-02-25,2022-03-02,Ground,30303,South,ELE-MON-10001818,Electronics,Monitors,350,3,7,GA
2022-02-25,2022-03-02,Ground,30303,South,ELE-MON-10020543,Electronics,Monitors,350,3,7,GA
2022-02-25,2022-03-02,Ground,30303,South,ELE-MON-10013901,Electronics,Monitors,350,3,7,GA
2022-02-25,2022-03-02,Ground,30303,South,ELE-MON-10000472,Electronics,Monitors,350,3,7,GA
2022-04-03,2022-04-10,Air,33101,South,FUR-TAB-10005678,Furniture,Tables,400,1,8,FL
2022-04-03,2022-04-10,Air,33101,South,FUR-TAB-10005678,Furniture,Tables,400,1,8,FL
2022-04-03,2022-04-10,Air,33101,South,FUR-TAB-10005555,Furniture,Tables,400,1,8,FL
2022-04-03,2022-04-10,Air,33101,South,FUR-TAB-10007890,Furniture,Tables,400,1,8,FL
2022-04-03,2022-04-10,Air,33101,South,FUR-TAB-10005678,Furniture,Tables,400,1,8,FL
2022-04-03,2022-04-10,Air,33101,South,FUR-TAB-10000459,Furniture,Tables,400,1,8,FL
2022-04-10,2022-04-15,Ground,20005,East,ELE-SMA-10027456,Electronics,Smartphones,700,3,14,DC
2022-04-10,2022-04-15,Ground,20005,East,ELE-SMA-10028567,Electronics,Smartphones,700,3,14,DC
2022-04-10,2022-04-15,Ground,20005,East,ELE-SMA-10003333,Electronics,Smartphones,700,3,14,DC
2022-04-10,2022-04-15,Ground,20005,East,ELE-SMA-10000487,Electronics,Smartphones,700,3,14,DC
2022-05-11,2022-05-16,Air,90003,West,OFF-ENV-10014012,Office Supplies,Envelopes,15,2,0.3,WA
2022-05-11,2022-05-16,Air,90003,West,OFF-ENV-10014012,Office Supplies,Envelopes,15,2,0.3,WA
2022-05-11,2022-05-16,Air,90003,West,OFF-ENV-10001919,Office Supplies,Envelopes,15,2,0.3,WA
2022-05-11,2022-05-16,Air,90003,West,OFF-ENV-10014012,Office Supplies,Envelopes,15,2,0.3,WA
2022-05-11,2022-05-16,Air,90003,West,OFF-ENV-10000473,Office Supplies,Envelopes,15,2,0.3,WA
2022-06-14,2022-06-18,Air,98101,West,ELE-HEA-10006789,Electronics,Headphones,150,3,3,WA
2022-06-14,2022-06-18,Air,98101,West,ELE-HEA-10006789,Electronics,Headphones,150,3,3,WA
2022-06-14,2022-06-18,Air,98101,West,ELE-HEA-10006666,Electronics,Headphones,150,3,3,WA
2022-06-14,2022-06-18,Air,98101,West,ELE-HEA-10008901,Electronics,Headphones,150,3,3,WA
2022-06-14,2022-06-18,Air,98101,West,ELE-HEA-10006789,Electronics,Headphones,150,3,3,WA
2022-06-14,2022-06-18,Air,98101,West,ELE-HEA-10000460,Electronics,Headphones,150,3,3,WA
2022-06-23,2022-06-28,Air,44105,Midwest,OFF-PEN-10028567,Office Supplies,Pencils,15,2,0.3,OH
2022-06-23,2022-06-28,Air,44105,Midwest,OFF-PEN-10029678,Office Supplies,Pencils,15,2,0.3,OH
2022-06-23,2022-06-28,Air,44105,Midwest,OFF-PEN-10003434,Office Supplies,Pencils,15,2,0.3,OH
2022-06-23,2022-06-28,Air,44105,Midwest,OFF-PEN-10000488,Office Supplies,Pencils,15,2,0.3,OH
2022-07-29,2022-08-03,Air,60603,Midwest,FUR-STO-10014123,Furniture,Storage,250,1,5,IL
2022-07-29,2022-08-03,Air,60603,Midwest,FUR-STO-10015123,Furniture,Storage,250,1,5,IL
2022-07-29,2022-08-03,Air,60603,Midwest,FUR-STO-10002020,Furniture,Storage,250,1,5,IL
2022-07-29,2022-08-03,Air,60603,Midwest,FUR-STO-10014123,Furniture,Storage,250,1,5,IL
2022-07-29,2022-08-03,Air,60603,Midwest,FUR-STO-10000474,Furniture,Storage,250,1,5,IL
2022-09-09,2022-09-15,Ground,84101,West,OFF-NOT-10007890,Office Supplies,Notebooks,120,2,2.4,UT
2022-09-09,2022-09-15,Ground,84101,West,OFF-NOT-10007890,Office Supplies,Notebooks,120,2,2.4,UT
2022-09-09,2022-09-15,Ground,84101,West,OFF-NOT-10007777,Office Supplies,Notebooks,120,2,2.4,UT
2022-09-09,2022-09-15,Ground,84101,West,OFF-NOT-10009456,Office Supplies,Notebooks,120,2,2.4,UT
2022-09-09,2022-09-15,Ground,84101,West,OFF-NOT-10007890,Office Supplies,Notebooks,120,2,2.4,UT
2022-09-09,2022-09-15,Ground,84101,West,OFF-NOT-10000461,Office Supplies,Notebooks,120,2,2.4,UT
2022-09-15,2022-09-20,Air,75206,South,FUR-TAB-10029678,Furniture,Tables,300,1,6,TX
2022-09-15,2022-09-20,Air,75206,South,FUR-TAB-10030789,Furniture,Tables,300,1,6,TX
2022-09-15,2022-09-20,Air,75206,South,FUR-TAB-10003535,Furniture,Tables,300,1,6,TX
2022-09-15,2022-09-20,Air,75206,South,FUR-TAB-10000489,Furniture,Tables,300,1,6,TX
2022-10-18,2022-10-24,Ground,20003,East,ELE-CAM-10015234,Electronics,Cameras,600,3,12,DC
2022-10-18,2022-10-24,Ground,20003,East,ELE-CAM-10016234,Electronics,Cameras,600,3,12,DC
2022-10-18,2022-10-24,Ground,20003,East,ELE-CAM-10002121,Electronics,Cameras,600,3,12,DC
2022-10-18,2022-10-24,Ground,20003,East,ELE-CAM-10015234,Electronics,Cameras,600,3,12,DC
2022-10-18,2022-10-24,Ground,20003,East,ELE-CAM-10000475,Electronics,Cameras,600,3,12,DC
2022-11-27,2022-12-03,Ground,44101,Midwest,FUR-BOO-10008901,Furniture,Bookcases,600,4,12,OH
2022-11-27,2022-12-03,Ground,44101,Midwest,FUR-BOO-10008901,Furniture,Bookcases,600,4,12,OH
2022-11-27,2022-12-03,Ground,44101,Midwest,FUR-BOO-10008888,Furniture,Bookcases,600,4,12,OH
2022-11-27,2022-12-03,Ground,44101,Midwest,FUR-BOO-10010890,Furniture,Bookcases,600,4,12,OH
2022-11-27,2022-12-03,Ground,44101,Midwest,FUR-BOO-10008901,Furniture,Bookcases,600,4,12,OH
2022-11-27,2022-12-03,Ground,44101,Midwest,FUR-BOO-10000462,Furniture,Bookcases,600,4,12,OH
2022-11-30,2022-12-05,Ground,30305,South,ELE-LAP-10030789,Electronics,Laptops,850,4,17,GA
2022-11-30,2022-12-05,Ground,30305,South,ELE-LAP-10031901,Electronics,Laptops,850,4,17,GA
2022-11-30,2022-12-05,Ground,30305,South,ELE-LAP-10003636,Electronics,Laptops,850,4,17,GA
2022-11-30,2022-12-05,Ground,30305,South,ELE-LAP-10000490,Electronics,Laptops,850,4,17,GA
2023-01-02,2023-01-08,Ground,44103,Midwest,OFF-GLU-10016345,Office Supplies,Glue,10,4,0.2,OH
2023-01-02,2023-01-08,Ground,44103,Midwest,OFF-GLU-10017345,Office Supplies,Glue,10,4,0.2,OH
2023-01-02,2023-01-08,Ground,44103,Midwest,OFF-GLU-10002222,Office Supplies,Glue,10,4,0.2,OH
2023-01-02,2023-01-08,Ground,44103,Midwest,OFF-GLU-10016345,Office Supplies,Glue,10,4,0.2,OH
2023-01-02,2023-01-08,Ground,44103,Midwest,OFF-GLU-10000476,Office Supplies,Glue,10,4,0.2,OH
2023-02-08,2023-02-14,Air,75202,South,ELE-SMA-10009012,Electronics,Smartwatches,200,1,4,TX
2023-02-08,2023-02-14,Air,75202,South,ELE-SMA-10009012,Electronics,Smartwatches,200,1,4,TX
2023-02-08,2023-02-14,Air,75202,South,ELE-SMA-10009999,Electronics,Smartwatches,200,1,4,TX
2023-02-08,2023-02-14,Air,75202,South,ELE-SMA-10011234,Electronics,Smartwatches,200,1,4,TX
2023-02-08,2023-02-14,Air,75202,South,ELE-SMA-10009012,Electronics,Smartwatches,200,1,4,TX
2023-02-08,2023-02-14,Air,75202,South,ELE-SMA-10000463,Electronics,Smartwatches,200,1,4,TX
2023-02-13,2023-02-18,Ground,90004,West,OFF-NOT-10031890,Office Supplies,Notebooks,100,2,2,CA
2023-02-13,2023-02-18,Ground,90004,West,OFF-NOT-10032012,Office Supplies,Notebooks,100,2,2,CA
2023-02-13,2023-02-18,Ground,90004,West,OFF-NOT-10003737,Office Supplies,Notebooks,100,2,2,CA
2023-02-13,2023-02-18,Ground,90004,West,OFF-NOT-10000491,Office Supplies,Notebooks,100,2,2,CA
2023-03-17,2023-03-24,Air,75204,South,FUR-OUT-10017456,Furniture,Outdoor Furniture,550,2,11,TX
2023-03-17,2023-03-24,Air,75204,South,FUR-OUT-10018456,Furniture,Outdoor Furniture,550,2,11,TX
2023-03-17,2023-03-24,Air,75204,South,FUR-OUT-10002323,Furniture,Outdoor Furniture,550,2,11,TX
2023-03-17,2023-03-24,Air,75204,South,FUR-OUT-10017456,Furniture,Outdoor Furniture,550,2,11,TX
2023-03-17,2023-03-24,Air,75204,South,FUR-OUT-10000477,Furniture,Outdoor Furniture,550,2,11,TX
2023-04-21,2023-04-28,Ground,30302,South,OFF-STP-10009123,Office Supplies,Staplers,30,3,0.9,GA
2023-04-21,2023-04-28,Ground,30302,South,OFF-STP-10009123,Office Supplies,Staplers,30,3,0.9,GA
2023-04-21,2023-04-28,Ground,30302,South,OFF-STP-10001010,Office Supplies,Staplers,30,3,0.9,GA
2023-04-21,2023-04-28,Ground,30302,South,OFF-STP-10012456,Office Supplies,Staplers,30,3,0.9,GA
2023-04-21,2023-04-28,Ground,30302,South,OFF-STP-10009123,Office Supplies,Staplers,30,3,0.9,GA
2023-04-21,2023-04-28,Ground,30302,South,OFF-STA-10000464,Office Supplies,Staplers,30,3,0.9,GA
2023-04-28,2023-05-03,Air,60606,Midwest,FUR-BOO-10032901,Furniture,Bookcases,550,3,11,IL
2023-04-28,2023-05-03,Air,60606,Midwest,FUR-BOO-10033123,Furniture,Bookcases,550,3,11,IL
2023-04-28,2023-05-03,Air,60606,Midwest,FUR-BOO-10003838,Furniture,Bookcases,550,3,11,IL
2023-04-28,2023-05-03,Air,60606,Midwest,FUR-BOO-10000492,Furniture,Bookcases,550,3,11,IL
2023-05-29,2023-06-03,Air,33103,South,ELE-ACC-10018567,Electronics,Accessories,100,1,2,FL
2023-05-29,2023-06-03,Air,33103,South,ELE-ACC-10019567,Electronics,Accessories,100,1,2,FL
2023-05-29,2023-06-03,Air,33103,South,ELE-ACC-10002424,Electronics,Accessories,100,1,2,FL
2023-05-29,2023-06-03,Air,33103,South,ELE-ACC-10018567,Electronics,Accessories,100,1,2,FL
2023-05-29,2023-06-03,Air,33103,South,ELE-ACC-10000478,Electronics,Accessories,100,1,2,FL
2023-07-15,2023-07-21,Air,90002,West,FUR-DES-10009234,Furniture,Desks,350,2,7,CA
2023-07-15,2023-07-21,Air,90002,West,FUR-DES-10009234,Furniture,Desks,350,2,7,CA
2023-07-15,2023-07-21,Air,90002,West,FUR-DES-10001111,Furniture,Desks,350,2,7,CA
2023-07-15,2023-07-21,Air,90002,West,FUR-DES-10013567,Furniture,Desks,350,2,7,CA
2023-07-15,2023-07-21,Air,90002,West,FUR-DES-10009234,Furniture,Desks,350,2,7,CA
2023-07-15,2023-07-21,Air,90002,West,FUR-DES-10000465,Furniture,Desks,350,2,7,CA
2023-07-18,2023-07-23,Ground,20006,East,ELE-HEA-10033012,Electronics,Headphones,180,1,3.6,DC
2023-07-18,2023-07-23,Ground,20006,East,ELE-HEA-10034234,Electronics,Headphones,180,1,3.6,DC
2023-07-18,2023-07-23,Ground,20006,East,ELE-HEA-10003939,Electronics,Headphones,180,1,3.6,DC
2023-07-18,2023-07-23,Ground,20006,East,ELE-HEA-10000493,Electronics,Headphones,180,1,3.6,DC
2023-08-14,2023-08-20,Ground,84103,West,OFF-RUL-10019678,Office Supplies,Rulers,8,3,0.24,UT
2023-08-14,2023-08-20,Ground,84103,West,OFF-RUL-10020678,Office Supplies,Rulers,8,3,0.24,UT
2023-08-14,2023-08-20,Ground,84103,West,OFF-RUL-10002525,Office Supplies,Rulers,8,3,0.24,UT
2023-08-14,2023-08-20,Ground,84103,West,OFF-RUL-10019678,Office Supplies,Rulers,8,3,0.24,UT
2023-08-14,2023-08-20,Ground,84103,West,OFF-RUL-10000479,Office Supplies,Rulers,8,3,0.24,UT
2023-09-30,2023-10-05,Ground,60602,Midwest,ELE-PRI-10009345,Electronics,Printers,280,4,5.6,IL
2023-09-30,2023-10-05,Ground,60602,Midwest,ELE-PRI-10009345,Electronics,Printers,280,4,5.6,IL
2023-09-30,2023-10-05,Ground,60602,Midwest,ELE-PRI-10001212,Electronics,Printers,280,4,5.6,IL
2023-09-30,2023-10-05,Ground,60602,Midwest,ELE-PRI-10014567,Electronics,Printers,280,4,5.6,IL
2023-09-30,2023-10-05,Ground,60602,Midwest,ELE-PRI-10009345,Electronics,Printers,280,4,5.6,IL
2023-09-30,2023-10-05,Ground,60602,Midwest,ELE-PRI-10000466,Electronics,Printers,280,4,5.6,IL
2023-10-08,2023-10-13,Air,44106,Midwest,OFF-STP-10034123,Office Supplies,Staplers,25,3,0.75,OH
2023-10-08,2023-10-13,Air,44106,Midwest,OFF-STP-10035345,Office Supplies,Staplers,25,3,0.75,OH
2023-10-08,2023-10-13,Air,44106,Midwest,OFF-STP-10004040,Office Supplies,Staplers,25,3,0.75,OH
2023-10-08,2023-10-13,Air,44106,Midwest,OFF-STAP-10000494,Office Supplies,Staplers,25,3,0.75,OH
2023-10-28,2023-11-02,Air,60604,Midwest,FUR-LIG-10020789,Furniture,Lighting,180,2,3.6,IL
2023-10-28,2023-11-02,Air,60604,Midwest,FUR-LIG-10021789,Furniture,Lighting,180,2,3.6,IL
2023-10-28,2023-11-02,Air,60604,Midwest,FUR-LIG-10002626,Furniture,Lighting,180,2,3.6,IL
2023-10-28,2023-11-02,Air,60604,Midwest,FUR-LIG-10020789,Furniture,Lighting,180,2,3.6,IL
2023-10-28,2023-11-02,Air,60604,Midwest,FUR-LIG-10000480,Furniture,Lighting,180,2,3.6,IL
2023-12-11,2023-12-18,Air,20002,East,OFF-SCI-10009456,Office Supplies,Scissors,25,1,0.75,DC
2023-12-11,2023-12-18,Air,20002,East,OFF-SCI-10009456,Office Supplies,Scissors,25,1,0.75,DC
2023-12-11,2023-12-18,Air,20002,East,OFF-SCI-10001313,Office Supplies,Scissors,25,1,0.75,DC
2023-12-11,2023-12-18,Air,20002,East,OFF-SCI-10015678,Office Supplies,Scissors,25,1,0.75,DC
2023-12-11,2023-12-18,Air,20002,East,OFF-SCI-10009456,Office Supplies,Scissors,25,1,0.75,DC
2023-12-11,2023-12-18,Air,20002,East,OFF-SCI-10000467,Office Supplies,Scissors,25,1,0.75,DC
2024-01-09,2024-01-14,Ground,20004,East,ELE-PRI-10021890,Electronics,Printers,300,4,6,DC
2024-01-09,2024-01-14,Ground,20004,East,ELE-PRI-10022901,Electronics,Printers,300,4,6,DC
2024-01-09,2024-01-14,Ground,20004,East,ELE-PRI-10002727,Electronics,Printers,300,4,6,DC
2024-01-09,2024-01-14,Ground,20004,East,ELE-PRI-10021890,Electronics,Printers,300,4,6,DC
2024-01-09,2024-01-14,Ground,20004,East,ELE-PRI-10000481,Electronics,Printers,300,4,6,DC
